group_id,artifact_id,version,source,instruction_coverage,branch_coverage,line_coverage,complexity_coverage,method_coverage,class_coverage,testable_source_files,generated_test_classes,compilation_success_rate,tests_total,tests_passed,tests_failed_assertions,tests_runtime_errors,runtime_success_rate,failed_assertion_rate,runtime_error_rate
org.apache.commons,commons-csv,1.8,LLM,4.42,2.28,5.17,3.2,7.18,26.67,9,3,0.3333,19,15,4,0,0.7895,0.2105,0
commons-cli,commons-cli,1.2,LLM,28.75,25.85,27.45,25,32.35,70,19,12,0.6316,151,107,38,6,0.7086,0.2517,0.0397
org.json,json,20250517,LLM,13.62,10.33,14.61,9.67,17.86,50,22,8,0.3636,97,57,36,4,0.5876,0.3711,0.0412
org.apache.commons,commons-exec,1.3,LLM,37.59,29.01,36.67,28.64,43.46,70,26,11,0.4231,117,71,32,14,0.6068,0.2735,0.1197
org.apache.commons,commons-io,1.3.2,LLM,17.84,12.47,20.09,16.61,26.09,52.63,53,22,0.4151,275,167,96,12,0.6073,0.3491,0.0436
commons-logging,commons-logging,1.2,LLM,6.59,2.86,7.82,8.63,16.16,14.81,13,4,0.3077,55,47,8,0,0.8545,0.1455,0
commons-validator,commons-validator,1.7,LLM,43.28,20.43,23.85,20.97,30.39,51.32,63,24,0.3810,197,143,44,10,0.7259,0.2234,0.0508
